event_id,user_id,event_timestamp,session_id,event_type,song_id,model_version,prompt_category,generation_latency_ms,success_flag
e_00000048,u_000011,2025-12-14 04:19:51,s_u_000011_20251214_1,song_generated,song_00000013,v5,pop,16071.0,True
e_00000049,u_000011,2025-12-14 04:50:26,s_u_000011_20251214_1,song_downloaded,song_00000013,,,,
e_00000050,u_000011,2025-12-14 04:23:26,s_u_000011_20251214_1,song_remixed,song_00000013,v5,,,
e_00000051,u_000011,2025-12-14 04:41:26,s_u_000011_20251214_1,lyric_ai_used,song_00000013,,,,
e_00000052,u_000011,2025-12-20 08:26:26,s_u_000011_20251220_1,app_opened,,,,,
e_00000053,u_000012,2025-12-25 11:59:00,s_u_000012_20251225_1,app_opened,,,,,
e_00000054,u_000012,2025-12-25 16:56:33,s_u_000012_20251225_1,song_generated,song_00000014,v4.6,jazz,16474.0,True
e_00000055,u_000012,2025-12-25 17:27:23,s_u_000012_20251225_1,song_extended,song_00000014,v5,,,
e_00000056,u_000012,2025-12-25 20:29:23,s_u_000012_20251225_1,song_remixed,song_00000014,v4.6,,,
e_00000057,u_000013,2025-12-24 14:36:00,s_u_000013_20251224_1,app_opened,,,,,
e_00000058,u_000013,2025-12-25 21:48:07,s_u_000013_20251225_1,app_opened,,,,,
e_00000059,u_000014,2025-12-11 18:13:00,s_u_000014_20251211_1,app_opened,,,,,
e_00000060,u_000014,2025-12-15 11:30:00,s_u_000014_20251215_1,app_opened,,,,,
e_00000061,u_000014,2025-12-15 17:35:59,s_u_000014_20251215_1,song_generated,song_00000015,v4.6,pop,14571.0,True
e_00000062,u_000015,2025-11-13 20:40:00,s_u_000015_20251113_1,app_opened,,,,,
e_00000063,u_000015,2025-11-18 14:35:00,s_u_000015_20251118_1,app_opened,,,,,
e_00000064,u_000015,2025-11-18 10:13:35,s_u_000015_20251118_1,song_generated,song_00000016,v5,hiphop,16061.0,True
e_00000065,u_000015,2025-11-18 10:18:22,s_u_000015_20251118_1,song_generated,song_00000017,v4.5,hiphop,16433.0,True
e_00000066,u_000015,2025-11-18 10:58:25,s_u_000015_20251118_1,song_downloaded,song_00000016,,,,
e_00000067,u_000015,2025-11-18 15:47:25,s_u_000015_20251118_1,song_published,song_00000016,,,,
e_00000068,u_000015,2025-11-18 10:56:25,s_u_000015_20251118_1,song_extended,song_00000017,v4.5,,,
e_00000069,u_000015,2025-11-18 13:18:25,s_u_000015_20251118_1,song_remixed,song_00000017,v4.5,,,
e_00000070,u_000015,2025-11-18 11:19:25,s_u_000015_20251118_1,effect_added,song_00000017,,,,
e_00000071,u_000015,2025-11-18 11:18:25,s_u_000015_20251118_1,lyric_ai_used,song_00000017,,,,
e_00000072,u_000015,2025-11-14 08:52:25,s_u_000015_20251114_1,app_opened,,,,,
e_00000073,u_000015,2025-11-14 08:56:01,s_u_000015_20251114_1,song_generated,song_00000018,v4.6,country,9118.0,True
e_00000074,u_000015,2025-11-14 09:07:25,s_u_000015_20251114_1,song_downloaded,song_00000018,,,,
e_00000075,u_000015,2025-11-14 10:10:25,s_u_000015_20251114_1,song_published,song_00000018,,,,
e_00000076,u_000015,2025-11-14 09:00:25,s_u_000015_20251114_1,song_extended,song_00000018,v4.5,,,
e_00000077,u_000016,2025-11-30 12:43:00,s_u_000016_20251130_1,app_opened,,,,,
e_00000078,u_000016,2025-11-30 13:06:31,s_u_000016_20251130_1,song_generated,song_00000019,v4.5,classical,10313.0,True
e_00000079,u_000017,2025-11-25 19:47:00,s_u_000017_20251125_1,app_opened,,,,,
e_00000080,u_000017,2025-11-30 09:53:00,s_u_000017_20251130_1,app_opened,,,,,
e_00000081,u_000017,2025-11-30 15:51:56,s_u_000017_20251130_1,song_generated,song_00000020,v4.6,country,12005.0,True
e_00000082,u_000017,2025-11-30 15:54:44,s_u_000017_20251130_1,song_generated,song_00000021,v5,country,19690.0,True
e_00000083,u_000017,2025-11-30 16:45:45,s_u_000017_20251130_1,effect_added,song_00000021,,,,
e_00000084,u_000018,2025-12-11 18:53:00,s_u_000018_20251211_1,app_opened,,,,,
e_00000085,u_000019,2026-01-02 16:25:00,s_u_000019_20260102_1,app_opened,,,,,
e_00000086,u_000019,2026-01-04 19:54:00,s_u_000019_20260104_1,app_opened,,,,,
e_00000087,u_000019,2026-01-04 04:38:45,s_u_000019_20260104_1,song_generated,song_00000022,v5,pop,18350.0,True
e_00000088,u_000019,2026-01-04 04:36:08,s_u_000019_20260104_1,song_generated,song_00000023,v5,pop,9900.0,True
e_00000089,u_000019,2026-01-04 06:28:00,s_u_000019_20260104_1,song_downloaded,song_00000022,,,,
e_00000090,u_000019,2026-01-04 12:38:00,s_u_000019_20260104_1,song_published,song_00000023,,,,
e_00000091,u_000019,2026-01-04 06:00:00,s_u_000019_20260104_1,song_extended,song_00000022,v4.6,,,
e_00000092,u_000019,2026-01-04 06:24:00,s_u_000019_20260104_1,effect_added,song_00000022,,,,
e_00000093,u_000019,2026-01-04 04:41:00,s_u_000019_20260104_1,lyric_ai_used,song_00000022,,,,
e_00000094,u_000020,2025-12-13 12:03:00,s_u_000020_20251213_1,app_opened,,,,,
e_00000095,u_000020,2025-12-18 13:31:00,s_u_000020_20251218_1,app_opened,,,,,
e_00000096,u_000020,2025-12-18 18:36:42,s_u_000020_20251218_1,song_generated,song_00000024,v4.6,rock,10725.0,True
e_00000097,u_000020,2025-12-18 18:32:51,s_u_000020_20251218_1,song_generated,song_00000025,v4.6,rock,13140.0,True
e_00000098,u_000020,2025-12-18 22:05:02,s_u_000020_20251218_1,song_downloaded,song_00000025,,,,
e_00000099,u_000020,2025-12-19 02:42:02,s_u_000020_20251218_1,song_published,song_00000024,,,,
e_00000100,u_000020,2025-12-18 20:01:02,s_u_000020_20251218_1,song_extended,song_00000025,v4.6,,,
e_00000101,u_000020,2025-12-18 20:14:02,s_u_000020_20251218_1,song_remixed,song_00000025,v5,,,
e_00000102,u_000020,2025-12-14 17:30:02,s_u_000020_20251214_1,app_opened,,,,,
e_00000103,u_000021,2025-11-12 09:11:00,s_u_000021_20251112_1,app_opened,,,,,
e_00000104,u_000021,2025-11-19 11:01:00,s_u_000021_20251119_1,app_opened,,,,,
e_00000105,u_000021,2025-11-19 01:28:48,s_u_000021_20251119_1,song_generated,song_00000026,v5,hiphop,14925.0,True
e_00000106,u_000021,2025-11-19 01:25:31,s_u_000021_20251119_1,song_generated,song_00000027,v4.6,hiphop,8706.0,True
e_00000107,u_000021,2025-11-19 04:05:20,s_u_000021_20251119_1,song_downloaded,song_00000026,,,,
e_00000108,u_000021,2025-11-19 10:44:20,s_u_000021_20251119_1,song_published,song_00000027,,,,
e_00000109,u_000021,2025-11-19 02:58:20,s_u_000021_20251119_1,song_extended,song_00000027,v4.6,,,
e_00000110,u_000021,2025-11-19 03:10:20,s_u_000021_20251119_1,song_remixed,song_00000027,v4.6,,,
e_00000111,u_000021,2025-11-19 02:25:20,s_u_000021_20251119_1,lyric_ai_used,song_00000027,,,,
e_00000112,u_000021,2025-11-14 05:20:20,s_u_000021_20251114_1,app_opened,,,,,
e_00000113,u_000021,2025-11-14 05:22:33,s_u_000021_20251114_1,song_generated,song_00000028,v5,hiphop,10648.0,True
e_00000114,u_000021,2025-11-14 06:32:20,s_u_000021_20251114_1,song_downloaded,song_00000028,,,,
e_00000115,u_000021,2025-11-14 08:49:20,s_u_000021_20251114_1,song_published,song_00000028,,,,
e_00000116,u_000021,2025-11-14 05:44:20,s_u_000021_20251114_1,song_remixed,song_00000028,v5,,,
e_00000117,u_000021,2025-11-14 06:07:20,s_u_000021_20251114_1,lyric_ai_used,song_00000028,,,,
e_00000118,u_000022,2026-01-03 19:59:00,s_u_000022_20260103_1,app_opened,,,,,
e_00000119,u_000023,2025-12-12 10:34:00,s_u_000023_20251212_1,app_opened,,,,,
e_00000120,u_000024,2025-11-21 09:34:00,s_u_000024_20251121_1,app_opened,,,,,
e_00000121,u_000025,2025-12-05 17:11:00,s_u_000025_20251205_1,app_opened,,,,,
e_00000122,u_000025,2025-12-06 13:29:00,s_u_000025_20251206_1,app_opened,,,,,
e_00000123,u_000025,2025-12-06 19:29:50,s_u_000025_20251206_1,song_generated,song_00000029,v4.5,rock,11535.0,True
e_00000124,u_000025,2025-12-06 21:28:54,s_u_000025_20251206_1,song_extended,song_00000029,v4.5,,,
e_00000125,u_000025,2025-12-06 21:09:54,s_u_000025_20251206_1,app_opened,,,,,
e_00000126,u_000026,2025-11-27 15:14:00,s_u_000026_20251127_1,app_opened,,,,,
e_00000127,u_000026,2025-12-01 10:51:00,s_u_000026_20251201_1,app_opened,,,,,
e_00000128,u_000026,2025-12-02 00:06:44,s_u_000026_20251201_1,song_generated,song_00000030,v4.5,rock,18694.0,True
e_00000129,u_000026,2025-12-02 02:14:49,s_u_000026_20251201_1,song_downloaded,song_00000030,,,,
e_00000130,u_000026,2025-12-02 03:26:49,s_u_000026_20251201_1,song_published,song_00000030,,,,
e_00000131,u_000026,2025-12-02 01:42:49,s_u_000026_20251201_1,effect_added,song_00000030,,,,
e_00000132,u_000026,2025-11-28 19:07:49,s_u_000026_20251128_1,app_opened,,,,,
e_00000133,u_000027,2026-01-02 11:48:00,s_u_000027_20260102_1,app_opened,,,,,
e_00000134,u_000028,2025-11-05 12:29:00,s_u_000028_20251105_1,app_opened,,,,,
e_00000135,u_000029,2025-12-15 18:08:00,s_u_000029_20251215_1,app_opened,,,,,
e_00000136,u_000029,2025-12-20 16:48:00,s_u_000029_20251220_1,app_opened,,,,,
e_00000137,u_000029,2025-12-20 06:19:03,s_u_000029_20251220_1,song_generated,song_00000031,v4.6,indie,11139.0,False
e_00000138,u_000029,2025-12-20 06:57:14,s_u_000029_20251220_1,effect_added,song_00000031,,,,
e_00000139,u_000029,2025-12-16 08:31:14,s_u_000029_20251216_1,app_opened,,,,,
e_00000140,u_000029,2025-12-16 08:34:02,s_u_000029_20251216_1,song_generated,song_00000032,v4.5,edm,11657.0,True
e_00000141,u_000029,2025-12-16 09:34:14,s_u_000029_20251216_1,song_extended,song_00000032,v5,,,
e_00000142,u_000029,2025-12-16 09:23:14,s_u_000029_20251216_1,song_remixed,song_00000032,v4.6,,,
e_00000143,u_000029,2025-12-16 09:46:14,s_u_000029_20251216_1,lyric_ai_used,song_00000032,,,,
e_00000144,u_000030,2025-12-02 18:41:00,s_u_000030_20251202_1,app_opened,,,,,
e_00000145,u_000031,2025-12-24 16:51:00,s_u_000031_20251224_1,app_opened,,,,,
e_00000146,u_000032,2025-11-07 10:09:00,s_u_000032_20251107_1,app_opened,,,,,
e_00000147,u_000032,2025-11-08 17:36:00,s_u_000032_20251108_1,app_opened,,,,,
e_00000148,u_000032,2025-11-08 17:16:41,s_u_000032_20251108_1,song_generated,song_00000033,v4.5,pop,10801.0,True
e_00000149,u_000032,2025-11-08 18:18:05,s_u_000032_20251108_1,song_extended,song_00000033,v4.6,,,
e_00000150,u_000032,2025-11-08 17:19:05,s_u_000032_20251108_1,effect_added,song_00000033,,,,
e_00000151,u_000033,2025-12-14 19:24:00,s_u_000033_20251214_1,app_opened,,,,,
e_00000152,u_000033,2025-12-18 14:01:00,s_u_000033_20251218_1,app_opened,,,,,
e_00000153,u_000033,2025-12-18 13:55:35,s_u_000033_20251218_1,song_generated,song_00000034,v4.6,jazz,6702.0,True
e_00000154,u_000033,2025-12-18 14:32:39,s_u_000033_20251218_1,song_extended,song_00000034,v4.5,,,
e_00000155,u_000033,2025-12-18 14:50:39,s_u_000033_20251218_1,song_remixed,song_00000034,v5,,,
e_00000156,u_000033,2025-12-18 15:23:39,s_u_000033_20251218_1,effect_added,song_00000034,,,,
e_00000157,u_000034,2025-11-22 20:01:00,s_u_000034_20251122_1,app_opened,,,,,
e_00000158,u_000034,2025-11-28 13:59:00,s_u_000034_20251128_1,app_opened,,,,,
e_00000159,u_000034,2025-11-28 12:03:56,s_u_000034_20251128_1,song_generated,song_00000035,v5,country,14107.0,True
e_00000160,u_000034,2025-11-28 12:06:03,s_u_000034_20251128_1,song_generated,song_00000036,v4.6,country,10274.0,True
e_00000161,u_000034,2025-11-28 12:48:58,s_u_000034_20251128_1,song_extended,song_00000035,v4.5,,,
e_00000162,u_000034,2025-11-28 14:50:58,s_u_000034_20251128_1,song_remixed,song_00000035,v4.6,,,
e_00000163,u_000034,2025-11-28 12:11:58,s_u_000034_20251128_1,effect_added,song_00000035,,,,
e_00000164,u_000035,2025-12-11 19:12:00,s_u_000035_20251211_1,app_opened,,,,,
e_00000165,u_000036,2025-11-17 20:08:00,s_u_000036_20251117_1,app_opened,,,,,
e_00000166,u_000036,2025-11-18 12:31:00,s_u_000036_20251118_1,app_opened,,,,,
e_00000167,u_000036,2025-11-18 19:11:36,s_u_000036_20251118_1,song_generated,song_00000037,v5,rock,13078.0,True
e_00000168,u_000036,2025-11-18 19:05:04,s_u_000036_20251118_1,song_generated,song_00000038,v4.6,rock,6678.0,True
e_00000169,u_000036,2025-11-18 19:12:45,s_u_000036_20251118_1,song_generated,song_00000039,v4.6,rock,8951.0,True
e_00000170,u_000036,2025-11-18 21:49:48,s_u_000036_20251118_1,song_extended,song_00000039,v4.5,,,
e_00000171,u_000037,2025-12-08 16:36:00,s_u_000037_20251208_1,app_opened,,,,,
e_00000172,u_000038,2025-11-07 09:42:00,s_u_000038_20251107_1,app_opened,,,,,
e_00000173,u_000038,2025-11-08 12:35:00,s_u_000038_20251108_1,app_opened,,,,,
e_00000174,u_000038,2025-11-08 00:49:12,s_u_000038_20251108_1,song_generated,song_00000040,v5,pop,12936.0,True
e_00000175,u_000038,2025-11-08 00:45:15,s_u_000038_20251108_1,song_generated,song_00000041,v4.6,pop,11673.0,False
e_00000176,u_000038,2025-11-08 01:37:57,s_u_000038_20251108_1,effect_added,song_00000040,,,,
e_00000177,u_000038,2025-11-08 02:10:57,s_u_000038_20251108_1,app_opened,,,,,
e_00000178,u_000038,2025-11-08 02:20:11,s_u_000038_20251108_1,song_generated,song_00000042,v4.6,jazz,10533.0,False
e_00000179,u_000038,2025-11-08 03:58:57,s_u_000038_20251108_1,song_downloaded,song_00000042,,,,
e_00000180,u_000038,2025-11-08 02:28:57,s_u_000038_20251108_1,song_extended,song_00000042,v5,,,
e_00000181,u_000039,2025-11-24 09:43:00,s_u_000039_20251124_1,app_opened,,,,,
e_00000182,u_000039,2025-11-29 12:20:00,s_u_000039_20251129_1,app_opened,,,,,
e_00000183,u_000039,2025-11-29 10:39:10,s_u_000039_20251129_1,song_generated,song_00000043,v4.6,hiphop,12420.0,True
e_00000184,u_000039,2025-11-29 10:41:15,s_u_000039_20251129_1,song_generated,song_00000044,v4.6,hiphop,9542.0,True
e_00000185,u_000039,2025-11-29 10:34:23,s_u_000039_20251129_1,song_generated,song_00000045,v5,hiphop,9493.0,True
e_00000186,u_000039,2025-11-29 11:37:06,s_u_000039_20251129_1,song_downloaded,song_00000045,,,,
e_00000187,u_000039,2025-11-29 11:42:06,s_u_000039_20251129_1,song_extended,song_00000043,v4.6,,,
e_00000188,u_000040,2025-12-08 13:03:00,s_u_000040_20251208_1,app_opened,,,,,
e_00000189,u_000040,2025-12-12 15:09:00,s_u_000040_20251212_1,app_opened,,,,,
e_00000190,u_000040,2025-12-12 15:44:29,s_u_000040_20251212_1,song_generated,song_00000046,v4.6,hiphop,16677.0,True
e_00000191,u_000040,2025-12-12 15:50:01,s_u_000040_20251212_1,song_generated,song_00000047,v4.6,hiphop,13110.0,True
e_00000192,u_000040,2025-12-12 15:47:13,s_u_000040_20251212_1,song_generated,song_00000048,v5,hiphop,10109.0,True
e_00000193,u_000040,2025-12-12 16:09:29,s_u_000040_20251212_1,lyric_ai_used,song_00000046,,,,
e_00000194,u_000041,2025-11-05 09:23:00,s_u_000041_20251105_1,app_opened,,,,,
e_00000195,u_000042,2025-12-19 10:20:00,s_u_000042_20251219_1,app_opened,,,,,
e_00000196,u_000042,2025-12-21 12:23:00,s_u_000042_20251221_1,app_opened,,,,,
e_00000197,u_000042,2025-12-21 22:44:01,s_u_000042_20251221_1,song_generated,song_00000049,v4.5,jazz,14440.0,True
e_00000198,u_000042,2025-12-22 01:45:33,s_u_000042_20251221_1,song_downloaded,song_00000049,,,,
e_00000199,u_000042,2025-12-21 23:51:33,s_u_000042_20251221_1,song_extended,song_00000049,v4.5,,,
e_00000200,u_000042,2025-12-21 23:45:33,s_u_000042_20251221_1,song_remixed,song_00000049,v4.5,,,
e_00000201,u_000042,2025-12-21 23:41:33,s_u_000042_20251221_1,effect_added,song_00000049,,,,
e_00000202,u_000042,2025-12-20 23:12:33,s_u_000042_20251220_1,app_opened,,,,,
e_00000203,u_000043,2025-12-20 19:22:00,s_u_000043_20251220_1,app_opened,,,,,
e_00000204,u_000043,2025-12-22 16:48:00,s_u_000043_20251222_1,app_opened,,,,,
e_00000205,u_000043,2025-12-22 14:31:51,s_u_000043_20251222_1,song_generated,song_00000050,v4.6,jazz,12890.0,True
e_00000206,u_000043,2025-12-22 14:24:11,s_u_000043_20251222_1,song_generated,song_00000051,v4.5,jazz,7475.0,True
e_00000207,u_000043,2025-12-22 17:45:44,s_u_000043_20251222_1,song_remixed,song_00000051,v5,,,
e_00000208,u_000043,2025-12-22 15:36:44,s_u_000043_20251222_1,effect_added,song_00000051,,,,
e_00000209,u_000044,2025-11-19 15:52:00,s_u_000044_20251119_1,app_opened,,,,,
e_00000210,u_000045,2025-11-15 14:53:00,s_u_000045_20251115_1,app_opened,,,,,
e_00000211,u_000045,2025-11-18 19:24:00,s_u_000045_20251118_1,app_opened,,,,,
e_00000212,u_000045,2025-11-18 02:53:38,s_u_000045_20251118_1,song_generated,song_00000052,v4.5,indie,10781.0,True
e_00000213,u_000046,2025-11-21 16:39:00,s_u_000046_20251121_1,app_opened,,,,,
e_00000214,u_000047,2025-11-10 20:06:00,s_u_000047_20251110_1,app_opened,,,,,
e_00000215,u_000047,2025-11-14 16:20:00,s_u_000047_20251114_1,app_opened,,,,,
e_00000216,u_000047,2025-11-14 23:30:59,s_u_000047_20251114_1,song_generated,song_00000053,v4.6,country,17122.0,False
e_00000217,u_000048,2025-11-14 18:58:00,s_u_000048_20251114_1,app_opened,,,,,
e_00000218,u_000048,2025-11-15 14:48:00,s_u_000048_20251115_1,app_opened,,,,,
e_00000219,u_000048,2025-11-15 13:50:49,s_u_000048_20251115_1,song_generated,song_00000054,v4.6,edm,8517.0,True
e_00000220,u_000048,2025-11-15 13:49:17,s_u_000048_20251115_1,song_generated,song_00000055,v5,edm,15484.0,True
e_00000221,u_000048,2025-11-15 13:49:42,s_u_000048_20251115_1,song_generated,song_00000056,v4.5,edm,9875.0,True
e_00000222,u_000048,2025-11-15 14:16:30,s_u_000048_20251115_1,song_downloaded,song_00000055,,,,
e_00000223,u_000048,2025-11-15 15:00:30,s_u_000048_20251115_1,song_remixed,song_00000055,v4.6,,,
e_00000224,u_000049,2025-11-09 14:08:00,s_u_000049_20251109_1,app_opened,,,,,
e_00000225,u_000049,2025-11-13 14:14:00,s_u_000049_20251113_1,app_opened,,,,,
e_00000226,u_000049,2025-11-13 03:12:08,s_u_000049_20251113_1,song_generated,song_00000057,v4.6,pop,9470.0,True
e_00000227,u_000049,2025-11-13 04:08:00,s_u_000049_20251113_1,song_downloaded,song_00000057,,,,
e_00000228,u_000049,2025-11-13 10:13:00,s_u_000049_20251113_1,song_published,song_00000057,,,,
e_00000229,u_000049,2025-11-13 04:11:00,s_u_000049_20251113_1,song_remixed,song_00000057,v4.5,,,
e_00000230,u_000049,2025-11-13 04:08:00,s_u_000049_20251113_1,lyric_ai_used,song_00000057,,,,
e_00000231,u_000049,2025-11-10 07:22:00,s_u_000049_20251110_1,app_opened,,,,,
e_00000232,u_000050,2026-01-01 11:18:00,s_u_000050_20260101_1,app_opened,,,,,
e_00000233,u_000051,2025-11-29 20:36:00,s_u_000051_20251129_1,app_opened,,,,,
e_00000234,u_000051,2025-11-30 11:28:00,s_u_000051_20251130_1,app_opened,,,,,
e_00000235,u_000051,2025-11-30 08:24:37,s_u_000051_20251130_1,song_generated,song_00000058,v4.6,jazz,4697.0,True
e_00000236,u_000051,2025-11-30 08:29:06,s_u_000051_20251130_1,song_generated,song_00000059,v5,jazz,11379.0,True
e_00000237,u_000051,2025-11-30 08:43:07,s_u_000051_20251130_1,effect_added,song_00000059,,,,
e_00000238,u_000052,2025-11-14 15:59:00,s_u_000052_20251114_1,app_opened,,,,,
e_00000239,u_000053,2025-12-28 16:00:00,s_u_000053_20251228_1,app_opened,,,,,
e_00000240,u_000053,2026-01-01 10:27:00,s_u_000053_20260101_1,app_opened,,,,,
e_00000241,u_000053,2026-01-01 06:05:54,s_u_000053_20260101_1,song_generated,song_00000060,v5,hiphop,12962.0,True
e_00000242,u_000053,2026-01-01 06:03:24,s_u_000053_20260101_1,song_generated,song_00000061,v4.5,hiphop,13064.0,True
e_00000243,u_000053,2026-01-01 08:18:35,s_u_000053_20260101_1,song_extended,song_00000061,v5,,,
e_00000244,u_000053,2026-01-01 06:38:35,s_u_000053_20260101_1,song_remixed,song_00000061,v5,,,
e_00000245,u_000054,2025-12-14 15:14:00,s_u_000054_20251214_1,app_opened,,,,,
e_00000246,u_000054,2025-12-18 18:14:00,s_u_000054_20251218_1,app_opened,,,,,
e_00000247,u_000054,2025-12-18 00:16:56,s_u_000054_20251218_1,song_generated,song_00000062,v5,jazz,11726.0,True
e_00000248,u_000054,2025-12-18 02:55:56,s_u_000054_20251218_1,song_extended,song_00000062,v4.5,,,
e_00000249,u_000054,2025-12-18 01:14:56,s_u_000054_20251218_1,song_remixed,song_00000062,v4.5,,,
e_00000250,u_000054,2025-12-18 01:00:56,s_u_000054_20251218_1,lyric_ai_used,song_00000062,,,,
e_00000251,u_000055,2025-12-26 19:22:00,s_u_000055_20251226_1,app_opened,,,,,
e_00000252,u_000055,2025-12-30 11:06:00,s_u_000055_20251230_1,app_opened,,,,,
e_00000253,u_000055,2025-12-30 02:03:48,s_u_000055_20251230_1,song_generated,song_00000063,v4.5,edm,7457.0,False
e_00000254,u_000055,2025-12-30 04:16:20,s_u_000055_20251230_1,song_extended,song_00000063,v4.5,,,
e_00000255,u_000055,2025-12-30 03:26:20,s_u_000055_20251230_1,effect_added,song_00000063,,,,
e_00000256,u_000055,2025-12-30 02:01:20,s_u_000055_20251230_1,lyric_ai_used,song_00000063,,,,
e_00000257,u_000056,2025-11-27 10:15:00,s_u_000056_20251127_1,app_opened,,,,,
e_00000258,u_000057,2025-12-18 14:02:00,s_u_000057_20251218_1,app_opened,,,,,
e_00000259,u_000057,2025-12-19 14:04:00,s_u_000057_20251219_1,app_opened,,,,,
e_00000260,u_000057,2025-12-19 12:05:07,s_u_000057_20251219_1,song_generated,song_00000064,v5,indie,7451.0,True
