user_id,signup_timestamp,region,acquisition_channel,is_creator,platform
u_000107,2025-12-19 23:40:09,NA,paid_search,True,web
u_000108,2025-11-20 13:50:02,EU,organic,True,web
u_000109,2025-12-18 01:19:20,NA,organic,False,android
u_000110,2025-11-19 07:03:00,APAC,youtube,True,web
u_000111,2025-11-12 19:38:27,NA,tiktok,False,ios
u_000112,2025-12-11 12:15:20,NA,organic,True,android
u_000113,2025-12-10 08:55:50,EU,organic,True,ios
u_000114,2025-12-10 12:09:40,NA,youtube,False,ios
u_000115,2025-11-06 09:48:35,NA,paid_search,False,android
u_000116,2025-11-05 17:41:16,APAC,tiktok,False,ios
u_000117,2025-11-06 05:13:06,NA,tiktok,True,web
u_000118,2025-11-21 05:34:21,NA,organic,False,ios
u_000119,2025-11-25 07:39:47,NA,organic,False,android
u_000120,2025-12-07 08:37:19,NA,organic,False,ios
u_000121,2025-12-20 16:45:11,EU,organic,False,ios
u_000122,2025-11-20 16:15:32,NA,tiktok,False,android
u_000123,2026-01-04 04:19:13,APAC,organic,False,ios
u_000124,2025-12-10 17:12:22,NA,organic,False,web
u_000125,2025-12-28 22:32:15,NA,youtube,False,web
u_000126,2025-12-27 08:02:46,NA,paid_search,True,ios
u_000127,2025-12-12 09:24:00,EU,paid_search,False,web
u_000128,2026-01-04 09:13:37,LATAM,tiktok,False,android
u_000129,2025-11-22 04:24:27,EU,organic,False,ios
u_000130,2025-12-27 12:36:19,LATAM,youtube,False,ios
u_000131,2025-12-12 08:57:27,NA,organic,False,ios
u_000132,2025-12-24 19:37:08,NA,youtube,False,ios
u_000133,2025-11-14 12:08:38,NA,youtube,False,ios
u_000134,2025-12-18 23:55:30,NA,youtube,False,web
u_000135,2025-12-27 15:19:04,NA,paid_search,False,ios
u_000136,2025-11-30 14:54:24,NA,youtube,False,android
u_000137,2025-12-01 02:20:54,NA,youtube,False,ios
u_000138,2025-12-03 05:22:40,NA,organic,True,ios
u_000139,2025-11-06 16:57:10,NA,paid_search,False,web
u_000140,2025-12-30 14:13:57,NA,organic,False,android
u_000141,2025-11-24 00:22:10,APAC,paid_search,False,android
u_000142,2025-11-27 08:13:20,NA,organic,False,ios
u_000143,2025-11-08 07:47:38,APAC,organic,False,ios
u_000144,2025-11-24 18:30:24,EU,influencer,False,ios
u_000145,2025-12-07 20:33:10,NA,organic,False,ios
u_000146,2025-12-28 22:03:13,NA,influencer,False,android
u_000147,2025-12-26 21:06:25,NA,organic,False,web
u_000148,2025-12-28 05:44:05,EU,paid_search,False,ios
u_000149,2025-12-23 14:39:07,NA,youtube,True,web
u_000150,2025-12-01 15:52:12,NA,youtube,False,web
u_000151,2025-12-02 20:01:06,NA,organic,False,ios
u_000152,2025-11-18 02:50:29,APAC,organic,True,web
u_000153,2025-11-11 10:51:44,NA,influencer,False,ios
u_000154,2025-12-13 01:28:51,EU,organic,False,web
u_000155,2025-12-11 14:03:44,EU,organic,False,ios
u_000156,2025-11-29 08:12:09,APAC,tiktok,False,web
u_000157,2025-11-30 21:35:02,EU,tiktok,False,ios
u_000158,2025-11-21 15:23:23,EU,organic,False,ios
u_000159,2025-11-25 19:59:36,LATAM,organic,True,android
u_000160,2025-12-13 17:24:44,APAC,organic,False,android
u_000161,2025-12-09 03:36:59,NA,influencer,False,web
u_000162,2025-12-01 04:45:29,NA,organic,False,web
u_000163,2026-01-04 05:01:55,APAC,paid_search,True,ios
u_000164,2025-12-01 11:13:38,APAC,organic,True,ios
u_000165,2025-11-29 05:03:44,EU,organic,True,web
u_000166,2025-11-19 10:01:20,EU,tiktok,False,web
u_000167,2025-12-22 03:47:55,EU,organic,False,ios
u_000168,2026-01-02 06:40:09,NA,tiktok,True,android
u_000169,2026-01-03 15:57:44,APAC,influencer,False,android
u_000170,2025-12-30 19:48:13,NA,organic,False,web
u_000171,2025-12-09 21:15:06,LATAM,youtube,False,ios
u_000172,2025-11-11 11:43:58,APAC,organic,False,web
u_000173,2025-12-21 21:24:29,EU,organic,True,ios
u_000174,2025-11-27 08:42:12,NA,organic,False,android
u_000175,2025-12-08 17:17:09,NA,paid_search,True,android
u_000176,2025-12-27 09:20:47,NA,organic,False,ios
u_000177,2025-12-21 11:46:27,EU,influencer,False,web
u_000178,2025-12-20 13:56:37,EU,tiktok,False,ios
u_000179,2025-12-09 17:54:04,NA,organic,False,android
u_000180,2025-11-24 11:11:21,EU,tiktok,False,web
u_000181,2025-11-05 17:08:00,APAC,influencer,False,web
u_000182,2025-12-23 07:33:45,NA,youtube,False,ios
u_000183,2025-11-15 06:20:48,EU,tiktok,True,ios
u_000184,2025-12-03 20:25:42,APAC,influencer,False,android
u_000185,2025-11-27 00:44:02,EU,organic,False,ios
u_000186,2025-11-17 01:50:36,EU,paid_search,False,ios
u_000187,2025-11-13 16:29:57,EU,influencer,False,ios
u_000188,2025-12-04 00:37:59,LATAM,youtube,False,android
u_000189,2025-12-31 12:38:10,NA,influencer,False,android
u_000190,2025-12-06 07:52:54,EU,tiktok,False,android
u_000191,2025-11-28 22:04:06,NA,youtube,False,web
u_000192,2025-12-13 09:10:45,NA,tiktok,True,android
u_000193,2025-11-26 13:41:10,NA,organic,False,ios
u_000194,2025-11-20 18:08:45,NA,tiktok,False,web
u_000195,2025-12-21 04:00:28,LATAM,organic,False,web
u_000196,2025-11-22 19:48:08,LATAM,tiktok,False,ios
u_000197,2025-12-07 01:55:34,NA,organic,False,ios
u_000198,2025-11-30 00:43:55,EU,organic,False,android
u_000199,2025-12-23 11:55:04,EU,organic,False,ios
u_000200,2025-12-03 22:55:07,APAC,influencer,True,web
u_000201,2025-12-28 12:01:28,EU,organic,False,ios
u_000202,2025-11-06 18:12:20,NA,youtube,False,web
u_000203,2025-11-14 17:38:56,APAC,organic,False,ios
u_000204,2025-12-14 10:30:14,APAC,tiktok,False,ios
u_000205,2025-12-08 05:56:28,EU,organic,False,android
u_000206,2026-01-02 23:40:07,LATAM,organic,False,ios
u_000207,2025-11-24 05:45:38,LATAM,tiktok,False,android
u_000208,2025-11-20 22:37:42,EU,tiktok,True,android
u_000209,2025-11-08 14:31:05,EU,organic,False,ios
u_000210,2025-11-12 16:31:37,LATAM,tiktok,True,ios
u_000211,2025-12-29 18:50:20,NA,influencer,False,ios
u_000212,2025-12-08 04:34:32,NA,organic,False,web
u_000213,2025-12-08 02:43:59,NA,organic,False,android
u_000214,2025-11-22 06:02:56,APAC,youtube,True,android
u_000215,2025-11-22 03:55:43,APAC,organic,False,web
u_000216,2025-12-15 16:19:12,NA,paid_search,False,android
u_000217,2025-12-05 19:48:54,LATAM,tiktok,True,web
u_000218,2025-12-25 09:50:27,APAC,tiktok,False,android
u_000219,2025-11-08 09:44:59,APAC,tiktok,False,web
u_000220,2025-11-10 12:50:23,NA,tiktok,False,android
u_000221,2025-12-07 14:34:18,EU,organic,False,ios
u_000222,2025-12-10 13:21:34,APAC,paid_search,True,ios
u_000223,2025-11-26 21:22:41,EU,youtube,False,web
u_000224,2025-12-03 03:06:41,EU,organic,False,web
u_000225,2026-01-04 00:41:41,APAC,tiktok,False,web
u_000226,2025-11-09 09:13:59,NA,organic,False,android
u_000227,2025-12-08 15:26:39,APAC,organic,False,web
u_000228,2025-11-09 09:54:46,NA,youtube,False,ios
u_000229,2025-11-14 02:51:28,NA,youtube,True,android
u_000230,2025-12-22 20:54:20,NA,tiktok,False,android
u_000231,2025-11-25 08:01:01,NA,organic,False,web
u_000232,2026-01-02 10:31:57,NA,tiktok,False,android
u_000233,2025-11-27 11:41:35,APAC,organic,False,web
u_000234,2025-12-30 02:07:46,EU,tiktok,False,ios
u_000235,2025-12-27 14:09:13,NA,tiktok,False,ios
u_000236,2025-12-08 15:01:05,EU,youtube,False,web
u_000237,2025-12-26 14:24:27,NA,paid_search,False,web
u_000238,2025-11-28 23:33:00,NA,influencer,False,ios
u_000239,2025-12-02 19:15:57,EU,paid_search,True,ios
u_000240,2025-11-15 05:11:52,EU,paid_search,True,android
u_000241,2025-11-24 08:42:00,APAC,youtube,False,ios
u_000242,2025-11-22 02:24:52,NA,paid_search,False,android
u_000243,2025-12-11 23:14:19,APAC,influencer,False,ios
u_000244,2025-12-21 06:12:23,APAC,youtube,False,android
u_000245,2025-11-06 19:50:11,LATAM,organic,False,ios
u_000246,2025-11-11 14:10:26,NA,organic,False,android
u_000247,2025-12-03 16:01:40,EU,influencer,False,web
u_000248,2025-12-03 21:45:57,EU,tiktok,False,ios
u_000249,2025-12-12 03:33:35,LATAM,influencer,True,web
u_000250,2025-11-24 17:04:33,NA,organic,True,web
u_000251,2025-11-13 19:17:04,EU,organic,False,ios
u_000252,2025-11-17 03:18:11,NA,youtube,False,ios
u_000253,2025-11-16 16:15:21,EU,paid_search,True,web
u_000254,2025-11-08 05:11:08,NA,organic,True,ios
u_000255,2025-11-13 13:13:29,NA,influencer,False,ios
u_000256,2025-12-23 16:13:28,EU,youtube,True,web
u_000257,2025-11-26 22:55:18,NA,organic,False,ios
u_000258,2026-01-02 20:26:21,NA,organic,False,ios
u_000259,2026-01-02 01:10:58,NA,organic,True,web
u_000260,2025-11-17 11:49:45,NA,organic,False,android
u_000261,2025-11-28 18:30:13,LATAM,tiktok,True,ios
u_000262,2025-11-16 13:50:43,EU,organic,False,android
u_000263,2025-11-10 06:41:25,APAC,organic,False,web
u_000264,2025-12-18 23:04:15,NA,influencer,True,android
u_000265,2025-11-07 09:50:23,LATAM,tiktok,True,web
u_000266,2025-11-17 11:05:05,EU,youtube,True,ios
u_000267,2026-01-02 22:52:10,EU,organic,True,web
u_000268,2026-01-02 22:18:44,EU,influencer,False,android
u_000269,2025-12-08 03:54:18,APAC,influencer,False,ios
u_000270,2025-11-12 05:11:01,EU,tiktok,False,web
u_000271,2025-12-13 11:06:24,NA,paid_search,False,web
u_000272,2025-11-29 03:42:05,NA,influencer,False,web
u_000273,2025-12-03 15:58:03,EU,youtube,False,web
u_000274,2025-12-03 01:01:01,EU,youtube,False,ios
u_000275,2026-01-04 06:02:21,NA,organic,False,ios
u_000276,2025-12-17 08:10:01,NA,organic,False,android
u_000277,2026-01-03 01:23:46,EU,organic,False,android
u_000278,2025-11-12 18:26:39,APAC,organic,False,ios
u_000279,2025-11-22 01:02:04,NA,organic,False,web
u_000280,2025-12-09 23:56:39,NA,paid_search,False,ios
u_000281,2025-12-04 05:17:07,APAC,organic,False,ios
u_000282,2025-12-29 12:56:33,EU,paid_search,False,ios
u_000283,2025-12-03 21:59:06,NA,tiktok,False,ios
u_000284,2025-11-11 09:46:23,APAC,organic,False,android
u_000285,2025-12-31 18:04:00,EU,tiktok,False,android
u_000286,2025-11-11 06:22:40,EU,organic,False,web
u_000287,2025-12-24 20:31:56,LATAM,paid_search,True,web
u_000288,2025-11-09 19:50:33,LATAM,influencer,False,android
u_000289,2025-11-06 15:10:54,NA,organic,False,android
u_000290,2025-12-19 09:15:14,NA,paid_search,True,web
u_000291,2025-11-27 16:41:26,NA,youtube,False,ios
u_000292,2025-12-12 08:56:00,NA,organic,False,ios
u_000293,2025-12-31 08:48:01,NA,youtube,False,ios
u_000294,2025-11-13 12:18:38,NA,youtube,True,web
u_000295,2025-12-01 15:02:09,LATAM,organic,True,android
u_000296,2025-12-29 12:35:16,APAC,youtube,False,ios
u_000297,2025-12-13 13:14:29,EU,organic,False,web
u_000298,2025-12-24 13:28:56,EU,tiktok,False,ios
u_000299,2025-11-18 08:14:19,NA,organic,False,ios
u_000300,2025-12-19 19:18:03,NA,paid_search,False,android
u_000301,2025-12-03 05:44:28,NA,youtube,False,web
u_000302,2025-12-26 19:39:52,APAC,organic,False,android
u_000303,2025-11-06 06:09:16,NA,organic,False,web
u_000304,2025-11-07 09:21:39,APAC,organic,False,ios
u_000305,2025-12-30 03:06:56,EU,youtube,False,ios
u_000306,2025-12-20 02:37:44,NA,organic,False,ios
u_000307,2025-12-07 00:37:45,NA,influencer,False,ios
u_000308,2026-01-02 09:30:04,EU,paid_search,False,android
u_000309,2025-12-15 14:51:32,LATAM,youtube,False,ios
u_000310,2025-11-05 21:23:38,APAC,organic,False,ios
u_000311,2025-11-06 23:28:15,NA,organic,True,web
u_000312,2025-11-29 16:13:13,EU,tiktok,False,web
u_000313,2025-12-16 13:15:44,NA,tiktok,True,web
u_000314,2025-12-09 13:20:40,LATAM,youtube,True,android
u_000315,2026-01-02 10:23:55,APAC,tiktok,False,android
u_000316,2025-12-17 00:42:31,EU,organic,True,android
u_000317,2025-12-15 14:06:28,NA,paid_search,True,web
u_000318,2025-12-03 19:17:29,EU,organic,False,ios
u_000319,2025-12-29 02:09:47,NA,tiktok,False,web
u_000320,2025-11-14 02:13:01,NA,youtube,False,android
u_000321,2025-11-24 17:24:27,NA,organic,True,ios
u_000322,2025-12-03 03:18:33,LATAM,youtube,True,web
u_000323,2025-11-26 01:46:22,EU,influencer,True,ios
u_000324,2025-11-26 13:13:07,NA,youtube,False,web
u_000325,2025-12-17 17:06:46,APAC,organic,False,ios
u_000326,2025-11-25 12:52:18,NA,organic,False,ios
u_000327,2026-01-04 03:13:28,NA,organic,False,ios
u_000328,2025-12-25 11:41:58,NA,organic,True,android
u_000329,2025-12-08 02:20:14,EU,paid_search,False,ios
u_000330,2025-11-09 02:59:32,EU,youtube,False,ios
u_000331,2025-12-10 18:26:10,EU,organic,False,android
u_000332,2025-11-15 23:07:00,APAC,paid_search,False,ios
u_000333,2025-12-13 10:31:13,NA,youtube,False,web
u_000334,2025-12-04 21:47:13,APAC,organic,False,android
u_000335,2025-12-05 19:07:32,NA,organic,False,web
u_000336,2025-11-24 05:36:35,APAC,organic,False,web
u_000337,2025-11-30 19:53:48,EU,paid_search,False,web
u_000338,2025-12-29 07:34:12,APAC,tiktok,False,web
u_000339,2025-11-06 09:53:03,EU,paid_search,False,web
u_000340,2025-12-19 19:21:08,EU,organic,False,web
u_000341,2025-12-10 11:11:44,NA,influencer,True,ios
u_000342,2025-11-18 01:35:02,APAC,organic,True,web
u_000343,2025-11-09 09:45:32,NA,paid_search,False,web
u_000344,2025-11-13 15:17:29,NA,paid_search,True,ios
u_000345,2025-11-05 20:35:07,EU,organic,False,web
u_000346,2025-11-17 03:04:05,APAC,youtube,True,web
u_000347,2026-01-03 11:31:04,NA,youtube,False,ios
u_000348,2026-01-03 14:44:20,LATAM,paid_search,False,web
u_000349,2025-11-17 17:16:10,LATAM,organic,False,web
u_000350,2025-12-23 14:19:54,EU,tiktok,False,ios
u_000351,2025-12-30 22:31:42,EU,influencer,False,ios
u_000352,2025-11-28 17:58:20,APAC,youtube,False,ios
u_000353,2025-12-03 23:45:58,NA,organic,True,android
u_000354,2025-11-07 01:07:15,EU,influencer,False,ios
u_000355,2025-11-11 04:42:10,LATAM,organic,False,ios
u_000356,2025-12-26 20:58:29,LATAM,youtube,True,web
u_000357,2025-11-25 04:38:55,LATAM,organic,False,android
u_000358,2025-12-01 00:13:04,NA,organic,True,web
u_000359,2025-12-17 04:24:46,NA,tiktok,False,ios
u_000360,2025-11-17 16:03:12,NA,tiktok,False,ios
u_000361,2025-12-19 23:42:59,NA,tiktok,False,ios
u_000362,2026-01-01 23:15:07,NA,tiktok,True,android
u_000363,2025-12-15 21:40:32,NA,organic,False,android
u_000364,2025-12-12 02:31:58,EU,organic,False,web
u_000365,2025-11-11 17:57:07,APAC,youtube,False,web
u_000366,2025-11-09 22:20:02,APAC,organic,False,android
u_000367,2025-12-02 13:56:02,APAC,tiktok,False,ios
u_000368,2025-12-11 16:49:03,NA,youtube,True,ios
u_000369,2025-11-14 01:28:34,NA,paid_search,False,ios
u_000370,2025-12-25 01:58:12,APAC,youtube,True,ios
u_000371,2025-11-17 03:32:30,EU,organic,True,android
u_000372,2025-12-28 10:04:46,EU,influencer,False,ios
u_000373,2025-11-29 20:35:25,NA,paid_search,True,ios
u_000374,2025-11-28 04:51:03,NA,tiktok,False,ios
u_000375,2025-11-26 07:12:16,EU,paid_search,False,android
u_000376,2025-12-16 05:28:03,APAC,tiktok,False,ios
u_000377,2025-11-30 16:43:26,LATAM,tiktok,False,ios
u_000378,2025-11-18 07:41:17,EU,organic,False,android
u_000379,2025-12-11 05:32:52,EU,youtube,False,ios
u_000380,2025-12-01 06:31:03,APAC,organic,False,ios
u_000381,2025-12-10 19:44:38,EU,organic,False,ios
u_000382,2025-12-07 09:39:35,EU,organic,False,ios
u_000383,2025-12-18 08:18:24,LATAM,organic,False,web
u_000384,2025-11-19 15:38:19,APAC,organic,False,ios
u_000385,2025-12-18 00:18:48,LATAM,tiktok,False,ios
u_000386,2026-01-03 01:06:45,NA,organic,False,ios
u_000387,2025-11-12 04:20:02,EU,paid_search,True,android
u_000388,2025-12-01 04:15:02,APAC,organic,True,ios
u_000389,2025-12-20 10:30:31,NA,tiktok,True,android
u_000390,2025-11-25 00:50:17,APAC,organic,True,web
u_000391,2025-11-30 01:45:45,NA,organic,True,web
u_000392,2025-12-02 19:34:59,APAC,organic,False,ios
u_000393,2025-12-31 18:48:10,EU,tiktok,False,ios
u_000394,2025-12-02 13:42:29,NA,youtube,False,web
u_000395,2025-12-21 19:22:04,EU,organic,True,web
u_000396,2025-12-14 21:57:23,APAC,organic,False,ios
u_000397,2025-11-18 09:31:00,EU,organic,False,ios
u_000398,2025-12-15 23:28:33,NA,influencer,False,ios
u_000399,2025-11-09 15:02:15,APAC,youtube,False,android
u_000400,2025-12-27 23:33:25,EU,organic,False,android
u_000401,2025-12-29 05:38:51,EU,organic,False,ios
u_000402,2026-01-02 05:07:46,NA,paid_search,False,ios
u_000403,2025-12-18 21:56:29,LATAM,organic,True,ios
u_000404,2025-12-02 13:05:55,NA,tiktok,False,android
u_000405,2025-11-17 12:40:03,EU,organic,True,android
u_000406,2025-12-24 07:40:49,APAC,tiktok,False,web
u_000407,2025-11-07 11:32:53,NA,paid_search,False,web
u_000408,2025-11-15 11:23:39,EU,paid_search,False,web
u_000409,2025-12-14 06:39:29,NA,youtube,True,ios
u_000410,2025-11-11 09:45:56,APAC,tiktok,True,ios
u_000411,2025-12-13 12:14:11,EU,tiktok,True,ios
u_000412,2025-11-19 20:54:36,APAC,organic,True,web
u_000413,2025-12-05 12:14:02,APAC,paid_search,True,ios
u_000414,2025-11-27 12:20:32,EU,youtube,True,android
u_000415,2025-11-28 05:20:48,APAC,tiktok,True,ios
u_000416,2025-11-21 06:42:59,EU,organic,False,web
u_000417,2025-11-15 04:49:28,NA,tiktok,False,ios
u_000418,2025-11-11 14:22:13,EU,paid_search,True,ios
u_000419,2025-12-27 16:48:18,LATAM,tiktok,False,android
u_000420,2025-12-09 02:57:16,NA,organic,False,ios
u_000421,2025-12-09 09:29:46,NA,organic,False,ios
u_000422,2025-12-01 20:47:12,NA,organic,False,ios
u_000423,2025-12-15 09:08:50,NA,paid_search,False,ios
u_000424,2025-12-05 15:09:07,NA,paid_search,False,ios
u_000425,2025-12-03 01:30:01,EU,paid_search,False,web
u_000426,2025-12-07 20:07:26,EU,youtube,False,ios
u_000427,2025-11-18 14:22:30,EU,tiktok,False,web
u_000428,2025-12-02 22:36:11,NA,tiktok,False,web
u_000429,2025-12-30 19:28:25,EU,tiktok,False,ios
u_000430,2025-11-05 13:45:18,APAC,youtube,False,web
u_000431,2025-11-18 09:57:45,LATAM,tiktok,False,web
u_000432,2025-12-17 07:39:51,EU,youtube,False,ios
u_000433,2025-12-31 17:35:57,NA,organic,True,ios
u_000434,2025-11-30 17:17:59,LATAM,organic,False,web
u_000435,2025-11-17 02:17:36,APAC,influencer,True,ios
u_000436,2025-12-18 16:12:42,NA,paid_search,False,web
u_000437,2025-11-21 13:36:50,NA,tiktok,False,web
u_000438,2025-12-07 22:26:06,NA,organic,True,ios
u_000439,2025-12-06 07:01:56,NA,paid_search,False,web
u_000440,2025-12-06 17:39:49,NA,youtube,True,android
u_000441,2025-11-19 18:56:07,LATAM,tiktok,False,web
u_000442,2025-11-12 19:18:41,EU,tiktok,True,android
u_000443,2025-12-30 06:35:47,APAC,tiktok,False,android
u_000444,2025-12-01 01:28:50,APAC,tiktok,False,android
u_000445,2025-11-05 18:33:06,APAC,paid_search,False,ios
u_000446,2025-11-24 14:42:05,APAC,organic,False,android
u_000447,2025-11-28 13:49:40,LATAM,organic,True,android
u_000448,2025-12-12 00:55:38,NA,organic,False,web
u_000449,2025-12-07 03:01:36,LATAM,organic,True,ios
u_000450,2025-11-17 03:06:51,APAC,organic,True,web
u_000451,2025-11-19 14:42:00,NA,organic,True,ios
u_000452,2025-11-13 05:57:00,APAC,organic,False,ios
u_000453,2025-12-04 21:20:49,APAC,organic,False,web
u_000454,2025-11-30 14:38:11,LATAM,organic,True,android
u_000455,2025-11-05 21:43:32,NA,organic,True,web
u_000456,2025-12-02 22:46:11,EU,tiktok,True,android
u_000457,2025-11-13 16:10:13,NA,tiktok,False,web
u_000458,2025-12-15 11:05:02,NA,organic,False,ios
u_000459,2025-12-04 01:45:49,NA,tiktok,True,web
u_000460,2025-12-13 04:06:41,EU,paid_search,False,web
u_000461,2025-12-03 06:57:33,APAC,paid_search,False,ios
u_000462,2026-01-01 12:34:31,NA,organic,False,web
u_000463,2025-12-17 23:47:59,EU,youtube,False,ios
u_000464,2025-12-11 07:11:23,NA,organic,False,android
u_000465,2025-11-24 10:24:07,NA,organic,False,web
u_000466,2025-12-05 01:52:17,EU,organic,False,android
u_000467,2025-11-12 04:17:39,NA,organic,False,web
u_000468,2025-11-07 16:52:32,EU,tiktok,False,web
